I,deltaT,T_in,pressure_ratio,Qc,Ptec,Qh,T_sat,m_dot_required,COP
7.0,17.142857142857142,40,1.3,0.6285714285714286,0.7688571428571429,1.3974285714285715,107.49465184921638,4.946078820306331e-06,0.8175399479747305
7.0,17.142857142857142,40,1.4,0.6285714285714286,0.7688571428571429,1.3974285714285715,109.68224258275194,4.7908025864539375e-06,0.8175399479747305
7.0,17.142857142857142,40,1.5,0.6285714285714286,0.7688571428571429,1.3974285714285715,111.74486049387446,4.653070139063986e-06,0.8175399479747305
7.0,20.0,20,1.1,0.602,0.774,1.376,102.66664677456191,3.976389224953103e-06,0.7777777777777777
7.0,20.0,20,1.2,0.602,0.774,1.376,105.16374456813821,3.859796973046112e-06,0.7777777777777777
7.0,20.0,20,1.3,0.602,0.774,1.376,107.49465184921638,3.7569697867232116e-06,0.7777777777777777
7.0,20.0,20,1.4,0.602,0.774,1.376,109.68224258275194,3.6653272044804103e-06,0.7777777777777777
7.0,20.0,20,1.5,0.602,0.774,1.376,111.74486049387446,3.58292292045416e-06,0.7777777777777777
7.0,20.0,30,1.1,0.602,0.774,1.376,102.66664677456191,4.523598901118468e-06,0.7777777777777777
7.0,20.0,30,1.2,0.602,0.774,1.376,105.16374456813821,4.373315424690987e-06,0.7777777777777777
7.0,20.0,30,1.3,0.602,0.774,1.376,107.49465184921638,4.24177353731406e-06,0.7777777777777777
7.0,20.0,30,1.4,0.602,0.774,1.376,109.68224258275194,4.125320182297755e-06,0.7777777777777777
7.0,20.0,30,1.5,0.602,0.774,1.376,111.74486049387446,4.021228509185656e-06,0.7777777777777777
7.0,20.0,40,1.1,0.602,0.774,1.376,102.66664677456191,5.2454500187300015e-06,0.7777777777777777
7.0,20.0,40,1.2,0.602,0.774,1.376,105.16374456813821,5.044442514405428e-06,0.7777777777777777
7.0,20.0,40,1.3,0.602,0.774,1.376,107.49465184921638,4.870234225842422e-06,0.7777777777777777
7.0,20.0,40,1.4,0.602,0.774,1.376,109.68224258275194,4.71733904239668e-06,0.7777777777777777
7.0,20.0,40,1.5,0.602,0.774,1.376,111.74486049387446,4.581718623948508e-06,0.7777777777777777
7.0,22.857142857142858,20,1.1,0.5754285714285714,0.7791428571428571,1.3545714285714285,102.66664677456191,3.9144645588668314e-06,0.7385405207187385
7.0,22.857142857142858,20,1.2,0.5754285714285714,0.7791428571428571,1.3545714285714285,105.16374456813821,3.7996880085572303e-06,0.7385405207187385
7.0,22.857142857142858,20,1.3,0.5754285714285714,0.7791428571428571,1.3545714285714285,107.49465184921638,3.6984621592306372e-06,0.7385405207187385
7.0,22.857142857142858,20,1.4,0.5754285714285714,0.7791428571428571,1.3545714285714285,109.68224258275194,3.6082467351415335e-06,0.7385405207187385
7.0,22.857142857142858,20,1.5,0.5754285714285714,0.7791428571428571,1.3545714285714285,111.74486049387446,3.527125740422171e-06,0.7385405207187385
