I,deltaT,T_in,pressure_ratio,Qc,Ptec,Qh,T_sat,m_dot_required,COP
7.252631578947368,37.142857142857146,30,1.4,0.45445172932330824,0.864242925495557,1.3186946548188652,109.68224258275194,3.953515751317178e-06,0.5258379512481697
7.252631578947368,37.142857142857146,30,1.5,0.45445172932330824,0.864242925495557,1.3186946548188652,111.74486049387446,3.853759114003168e-06,0.5258379512481697
7.252631578947368,37.142857142857146,40,1.1,0.45445172932330824,0.864242925495557,1.3186946548188652,102.66664677456191,5.026996294926431e-06,0.5258379512481697
7.252631578947368,37.142857142857146,40,1.2,0.45445172932330824,0.864242925495557,1.3186946548188652,105.16374456813821,4.834360014743805e-06,0.5258379512481697
7.252631578947368,37.142857142857146,40,1.3,0.45445172932330824,0.864242925495557,1.3186946548188652,107.49465184921638,4.667406861434808e-06,0.5258379512481697
7.252631578947368,37.142857142857146,40,1.4,0.45445172932330824,0.864242925495557,1.3186946548188652,109.68224258275194,4.520879200709917e-06,0.5258379512481697
7.252631578947368,37.142857142857146,40,1.5,0.45445172932330824,0.864242925495557,1.3186946548188652,111.74486049387446,4.390906874480338e-06,0.5258379512481697
7.252631578947368,40.0,20,1.1,0.4282109090909091,0.8691263157894737,1.297337224880383,102.66664677456191,3.749068141093689e-06,0.49269122486751804
7.252631578947368,40.0,20,1.2,0.4282109090909091,0.8691263157894737,1.297337224880383,105.16374456813821,3.6391412017538855e-06,0.49269122486751804
7.252631578947368,40.0,20,1.3,0.4282109090909091,0.8691263157894737,1.297337224880383,107.49465184921638,3.5421924106591106e-06,0.49269122486751804
7.252631578947368,40.0,20,1.4,0.4282109090909091,0.8691263157894737,1.297337224880383,109.68224258275194,3.4557888253918514e-06,0.49269122486751804
7.252631578947368,40.0,20,1.5,0.4282109090909091,0.8691263157894737,1.297337224880383,111.74486049387446,3.378095405946452e-06,0.49269122486751804
7.252631578947368,40.0,30,1.1,0.4282109090909091,0.8691263157894737,1.297337224880383,102.66664677456191,4.2649950907332735e-06,0.49269122486751804
7.252631578947368,40.0,30,1.2,0.4282109090909091,0.8691263157894737,1.297337224880383,105.16374456813821,4.1233029771767284e-06,0.49269122486751804
7.252631578947368,40.0,30,1.3,0.4282109090909091,0.8691263157894737,1.297337224880383,107.49465184921638,3.999281038859062e-06,0.49269122486751804
7.252631578947368,40.0,30,1.4,0.4282109090909091,0.8691263157894737,1.297337224880383,109.68224258275194,3.889485055992155e-06,0.49269122486751804
7.252631578947368,40.0,30,1.5,0.4282109090909091,0.8691263157894737,1.297337224880383,111.74486049387446,3.791344065927906e-06,0.49269122486751804
7.252631578947368,40.0,40,1.1,0.4282109090909091,0.8691263157894737,1.297337224880383,102.66664677456191,4.945579629758672e-06,0.49269122486751804
7.252631578947368,40.0,40,1.2,0.4282109090909091,0.8691263157894737,1.297337224880383,105.16374456813821,4.7560632650489536e-06,0.49269122486751804
7.252631578947368,40.0,40,1.3,0.4282109090909091,0.8691263157894737,1.297337224880383,107.49465184921638,4.591814066185951e-06,0.49269122486751804
7.252631578947368,40.0,40,1.4,0.4282109090909091,0.8691263157894737,1.297337224880383,109.68224258275194,4.447659550932261e-06,0.49269122486751804
7.252631578947368,40.0,40,1.5,0.4282109090909091,0.8691263157894737,1.297337224880383,111.74486049387446,4.319792241843114e-06,0.49269122486751804
7.336842105263158,0.0,20,1.1,0.8045647846889953,0.8183521531100479,1.6229169377990433,102.66664677456191,4.689934174751455e-06,0.9831522794084974
7.336842105263158,0.0,20,1.2,0.8045647846889953,0.8183521531100479,1.6229169377990433,105.16374456813821,4.552419973853208e-06,0.9831522794084974
7.336842105263158,0.0,20,1.3,0.8045647846889953,0.8183521531100479,1.6229169377990433,107.49465184921638,4.431140916913053e-06,0.9831522794084974
7.336842105263158,0.0,20,1.4,0.8045647846889953,0.8183521531100479,1.6229169377990433,109.68224258275194,4.323053490353834e-06,0.9831522794084974
7.336842105263158,0.0,20,1.5,0.8045647846889953,0.8183521531100479,1.6229169377990433,111.74486049387446,4.225862132582465e-06,0.9831522794084974
7.336842105263158,0.0,30,1.1,0.8045647846889953,0.8183521531100479,1.6229169377990433,102.66664677456191,5.3353381369435335e-06,0.9831522794084974
7.336842105263158,0.0,30,1.2,0.8045647846889953,0.8183521531100479,1.6229169377990433,105.16374456813821,5.158086974613967e-06,0.9831522794084974
7.336842105263158,0.0,30,1.3,0.8045647846889953,0.8183521531100479,1.6229169377990433,107.49465184921638,5.002940494196766e-06,0.9831522794084974
7.336842105263158,0.0,30,1.4,0.8045647846889953,0.8183521531100479,1.6229169377990433,109.68224258275194,4.865590114604117e-06,0.9831522794084974
7.336842105263158,0.0,30,1.5,0.8045647846889953,0.8183521531100479,1.6229169377990433,111.74486049387446,4.742819664475143e-06,0.9831522794084974
7.336842105263158,0.0,40,1.1,0.8045647846889953,0.8183521531100479,1.6229169377990433,102.66664677456191,6.186722152452928e-06,0.9831522794084974
7.336842105263158,0.0,40,1.2,0.8045647846889953,0.8183521531100479,1.6229169377990433,105.16374456813821,5.949644766266108e-06,0.9831522794084974
7.336842105263158,0.0,40,1.3,0.8045647846889953,0.8183521531100479,1.6229169377990433,107.49465184921638,5.7441755931455515e-06,0.9831522794084974
7.336842105263158,0.0,40,1.4,0.8045647846889953,0.8183521531100479,1.6229169377990433,109.68224258275194,5.563844064859223e-06,0.9831522794084974
7.336842105263158,0.0,40,1.5,0.8045647846889953,0.8183521531100479,1.6229169377990433,111.74486049387446,5.4038871795315126e-06,0.9831522794084974
7.336842105263158,2.857142857142857,20,1.1,0.7778932330827069,0.8234512645249488,1.6013444976076556,102.66664677456191,4.627593754160627e-06,0.9446742832212123
7.336842105263158,2.857142857142857,20,1.2,0.7778932330827069,0.8234512645249488,1.6013444976076556,105.16374456813821,4.4919074452544164e-06,0.9446742832212123
7.336842105263158,2.857142857142857,20,1.3,0.7778932330827069,0.8234512645249488,1.6013444976076556,107.49465184921638,4.372240476487953e-06,0.9446742832212123
7.336842105263158,2.857142857142857,20,1.4,0.7778932330827069,0.8234512645249488,1.6013444976076556,109.68224258275194,4.265589789844735e-06,0.9446742832212123
7.336842105263158,2.857142857142857,20,1.5,0.7778932330827069,0.8234512645249488,1.6013444976076556,111.74486049387446,4.169690337225016e-06,0.9446742832212123
7.336842105263158,2.857142857142857,30,1.1,0.7778932330827069,0.8234512645249488,1.6013444976076556,102.66664677456191,5.264418757042222e-06,0.9446742832212123
7.336842105263158,2.857142857142857,30,1.2,0.7778932330827069,0.8234512645249488,1.6013444976076556,105.16374456813821,5.089523685778779e-06,0.9446742832212123
7.336842105263158,2.857142857142857,30,1.3,0.7778932330827069,0.8234512645249488,1.6013444976076556,107.49465184921638,4.936439472438686e-06,0.9446742832212123
7.336842105263158,2.857142857142857,30,1.4,0.7778932330827069,0.8234512645249488,1.6013444976076556,109.68224258275194,4.800914807261861e-06,0.9446742832212123
7.336842105263158,2.857142857142857,30,1.5,0.7778932330827069,0.8234512645249488,1.6013444976076556,111.74486049387446,4.679776269482185e-06,0.9446742832212123
7.336842105263158,2.857142857142857,40,1.1,0.7778932330827069,0.8234512645249488,1.6013444976076556,102.66664677456191,6.104485846634638e-06,0.9446742832212123
7.336842105263158,2.857142857142857,40,1.2,0.7778932330827069,0.8234512645249488,1.6013444976076556,105.16374456813821,5.8705597848410325e-06,0.9446742832212123
7.336842105263158,2.857142857142857,40,1.3,0.7778932330827069,0.8234512645249488,1.6013444976076556,107.49465184921638,5.667821787509625e-06,0.9446742832212123
7.336842105263158,2.857142857142857,40,1.4,0.7778932330827069,0.8234512645249488,1.6013444976076556,109.68224258275194,5.4898872957061704e-06,0.9446742832212123
7.336842105263158,2.857142857142857,40,1.5,0.7778932330827069,0.8234512645249488,1.6013444976076556,111.74486049387446,5.332056619219814e-06,0.9446742832212123
7.336842105263158,5.714285714285714,20,1.1,0.7512216814764183,0.8285503759398498,1.5797720574162681,102.66664677456191,4.565253333569799e-06,0.9066698939388987
7.336842105263158,5.714285714285714,20,1.2,0.7512216814764183,0.8285503759398498,1.5797720574162681,105.16374456813821,4.431394916655627e-06,0.9066698939388987
7.336842105263158,5.714285714285714,20,1.3,0.7512216814764183,0.8285503759398498,1.5797720574162681,107.49465184921638,4.313340036062854e-06,0.9066698939388987
7.336842105263158,5.714285714285714,20,1.4,0.7512216814764183,0.8285503759398498,1.5797720574162681,109.68224258275194,4.208126089335637e-06,0.9066698939388987
7.336842105263158,5.714285714285714,20,1.5,0.7512216814764183,0.8285503759398498,1.5797720574162681,111.74486049387446,4.1135185418675675e-06,0.9066698939388987
7.336842105263158,5.714285714285714,30,1.1,0.7512216814764183,0.8285503759398498,1.5797720574162681,102.66664677456191,5.193499377140911e-06,0.9066698939388987
7.336842105263158,5.714285714285714,30,1.2,0.7512216814764183,0.8285503759398498,1.5797720574162681,105.16374456813821,5.02096039694359e-06,0.9066698939388987
7.336842105263158,5.714285714285714,30,1.3,0.7512216814764183,0.8285503759398498,1.5797720574162681,107.49465184921638,4.869938450680606e-06,0.9066698939388987
7.336842105263158,5.714285714285714,30,1.4,0.7512216814764183,0.8285503759398498,1.5797720574162681,109.68224258275194,4.736239499919607e-06,0.9066698939388987
7.336842105263158,5.714285714285714,30,1.5,0.7512216814764183,0.8285503759398498,1.5797720574162681,111.74486049387446,4.616732874489227e-06,0.9066698939388987
7.336842105263158,5.714285714285714,40,1.1,0.7512216814764183,0.8285503759398498,1.5797720574162681,102.66664677456191,6.0222495408163494e-06,0.9066698939388987
7.336842105263158,5.714285714285714,40,1.2,0.7512216814764183,0.8285503759398498,1.5797720574162681,105.16374456813821,5.791474803415957e-06,0.9066698939388987
7.336842105263158,5.714285714285714,40,1.3,0.7512216814764183,0.8285503759398498,1.5797720574162681,107.49465184921638,5.591467981873699e-06,0.9066698939388987
7.336842105263158,5.714285714285714,40,1.4,0.7512216814764183,0.8285503759398498,1.5797720574162681,109.68224258275194,5.4159305265531185e-06,0.9066698939388987
7.336842105263158,5.714285714285714,40,1.5,0.7512216814764183,0.8285503759398498,1.5797720574162681,111.74486049387446,5.260226058908117e-06,0.9066698939388987
7.336842105263158,8.571428571428571,20,1.1,0.7245501298701298,0.8336494873547504,1.5581996172248802,102.66664677456191,4.50291291297897e-06,0.8691304209508923
7.336842105263158,8.571428571428571,20,1.2,0.7245501298701298,0.8336494873547504,1.5581996172248802,105.16374456813821,4.370882388056834e-06,0.8691304209508923
7.336842105263158,8.571428571428571,20,1.3,0.7245501298701298,0.8336494873547504,1.5581996172248802,107.49465184921638,4.254439595637754e-06,0.8691304209508923
7.336842105263158,8.571428571428571,20,1.4,0.7245501298701298,0.8336494873547504,1.5581996172248802,109.68224258275194,4.1506623888265376e-06,0.8691304209508923
7.336842105263158,8.571428571428571,20,1.5,0.7245501298701298,0.8336494873547504,1.5581996172248802,111.74486049387446,4.057346746510119e-06,0.8691304209508923
7.336842105263158,8.571428571428571,30,1.1,0.7245501298701298,0.8336494873547504,1.5581996172248802,102.66664677456191,5.122579997239598e-06,0.8691304209508923
7.336842105263158,8.571428571428571,30,1.2,0.7245501298701298,0.8336494873547504,1.5581996172248802,105.16374456813821,4.952397108108401e-06,0.8691304209508923
7.336842105263158,8.571428571428571,30,1.3,0.7245501298701298,0.8336494873547504,1.5581996172248802,107.49465184921638,4.803437428922525e-06,0.8691304209508923
7.336842105263158,8.571428571428571,30,1.4,0.7245501298701298,0.8336494873547504,1.5581996172248802,109.68224258275194,4.671564192577351e-06,0.8691304209508923
7.336842105263158,8.571428571428571,30,1.5,0.7245501298701298,0.8336494873547504,1.5581996172248802,111.74486049387446,4.553689479496268e-06,0.8691304209508923
7.336842105263158,8.571428571428571,40,1.1,0.7245501298701298,0.8336494873547504,1.5581996172248802,102.66664677456191,5.940013234998059e-06,0.8691304209508923
7.336842105263158,8.571428571428571,40,1.2,0.7245501298701298,0.8336494873547504,1.5581996172248802,105.16374456813821,5.71238982199088e-06,0.8691304209508923
7.336842105263158,8.571428571428571,40,1.3,0.7245501298701298,0.8336494873547504,1.5581996172248802,107.49465184921638,5.515114176237771e-06,0.8691304209508923
7.336842105263158,8.571428571428571,40,1.4,0.7245501298701298,0.8336494873547504,1.5581996172248802,109.68224258275194,5.341973757400065e-06,0.8691304209508923
7.336842105263158,8.571428571428571,40,1.5,0.7245501298701298,0.8336494873547504,1.5581996172248802,111.74486049387446,5.1883954985964185e-06,0.8691304209508923
7.336842105263158,11.428571428571429,20,1.1,0.6978096514012303,0.8387617224880383,1.5365713738892686,102.66664677456191,4.44041123147142e-06,0.8319521893909291
7.336842105263158,11.428571428571429,20,1.2,0.6978096514012303,0.8387617224880383,1.5365713738892686,105.16374456813821,4.310213326894699e-06,0.8319521893909291
7.336842105263158,11.428571428571429,20,1.3,0.6978096514012303,0.8387617224880383,1.5365713738892686,107.49465184921638,4.195386792765813e-06,0.8319521893909291
7.336842105263158,11.428571428571429,20,1.4,0.6978096514012303,0.8387617224880383,1.5365713738892686,109.68224258275194,4.093050042399837e-06,0.8319521893909291
7.336842105263158,11.428571428571429,20,1.5,0.6978096514012303,0.8387617224880383,1.5365713738892686,111.74486049387446,4.001029647108721e-06,0.8319521893909291
7.336842105263158,11.428571428571429,30,1.1,0.6978096514012303,0.8387617224880383,1.5365713738892686,102.66664677456191,5.051477164546215e-06,0.8319521893909291
7.336842105263158,11.428571428571429,30,1.2,0.6978096514012303,0.8387617224880383,1.5365713738892686,105.16374456813821,4.883656461169012e-06,0.8319521893909291
7.336842105263158,11.428571428571429,30,1.3,0.6978096514012303,0.8387617224880383,1.5365713738892686,107.49465184921638,4.736764383690268e-06,0.8319521893909291
7.336842105263158,11.428571428571429,30,1.4,0.6978096514012303,0.8387617224880383,1.5365713738892686,109.68224258275194,4.606721584481388e-06,0.8319521893909291
7.336842105263158,11.428571428571429,30,1.5,0.6978096514012303,0.8387617224880383,1.5365713738892686,111.74486049387446,4.490483005146874e-06,0.8319521893909291
7.336842105263158,11.428571428571429,40,1.1,0.6978096514012303,0.8387617224880383,1.5365713738892686,102.66664677456191,5.857564201996692e-06,0.8319521893909291
7.336842105263158,11.428571428571429,40,1.2,0.6978096514012303,0.8387617224880383,1.5365713738892686,105.16374456813821,5.633100265163798e-06,0.8319521893909291
7.336842105263158,11.428571428571429,40,1.3,0.6978096514012303,0.8387617224880383,1.5365713738892686,107.49465184921638,5.438562860149149e-06,0.8319521893909291
7.336842105263158,11.428571428571429,40,1.4,0.6978096514012303,0.8387617224880383,1.5365713738892686,109.68224258275194,5.267825678398948e-06,0.8319521893909291
7.336842105263158,11.428571428571429,40,1.5,0.6978096514012303,0.8387617224880383,1.5365713738892686,111.74486049387446,5.11637912846992e-06,0.8319521893909291
7.336842105263158,14.285714285714286,20,1.1,0.6710002460697198,0.843887081339713,1.5148873274094328,102.66664677456191,4.377748289047146e-06,0.795130368632345
7.336842105263158,14.285714285714286,20,1.2,0.6710002460697198,0.843887081339713,1.5148873274094328,105.16374456813821,4.249387733169218e-06,0.795130368632345
7.336842105263158,14.285714285714286,20,1.3,0.6710002460697198,0.843887081339713,1.5148873274094328,107.49465184921638,4.13618162744703e-06,0.795130368632345
7.336842105263158,14.285714285714286,20,1.4,0.6710002460697198,0.843887081339713,1.5148873274094328,109.68224258275194,4.035289050055535e-06,0.795130368632345
7.336842105263158,14.285714285714286,20,1.5,0.6710002460697198,0.843887081339713,1.5148873274094328,111.74486049387446,3.944567243663374e-06,0.795130368632345
7.336842105263158,14.285714285714286,30,1.1,0.6710002460697198,0.843887081339713,1.5148873274094328,102.66664677456191,4.980190879060758e-06,0.795130368632345
7.336842105263158,14.285714285714286,30,1.2,0.6710002460697198,0.843887081339713,1.5148873274094328,105.16374456813821,4.81473845612542e-06,0.795130368632345
7.336842105263158,14.285714285714286,30,1.3,0.6710002460697198,0.843887081339713,1.5148873274094328,107.49465184921638,4.669919314983832e-06,0.795130368632345
7.336842105263158,14.285714285714286,30,1.4,0.6710002460697198,0.843887081339713,1.5148873274094328,109.68224258275194,4.541711675631716e-06,0.795130368632345
7.336842105263158,14.285714285714286,30,1.5,0.6710002460697198,0.843887081339713,1.5148873274094328,111.74486049387446,4.427113451441043e-06,0.795130368632345
7.336842105263158,14.285714285714286,40,1.1,0.6710002460697198,0.843887081339713,1.5148873274094328,102.66664677456191,5.774902441812246e-06,0.795130368632345
7.336842105263158,14.285714285714286,40,1.2,0.6710002460697198,0.843887081339713,1.5148873274094328,105.16374456813821,5.553606132934709e-06,0.795130368632345
7.336842105263158,14.285714285714286,40,1.3,0.6710002460697198,0.843887081339713,1.5148873274094328,107.49465184921638,5.3618140336078305e-06,0.795130368632345
7.336842105263158,14.285714285714286,40,1.4,0.6710002460697198,0.843887081339713,1.5148873274094328,109.68224258275194,5.193486289549767e-06,0.795130368632345
7.336842105263158,14.285714285714286,40,1.5,0.6710002460697198,0.843887081339713,1.5148873274094328,111.74486049387446,5.0441769485286194e-06,0.795130368632345
7.336842105263158,17.142857142857142,20,1.1,0.6441908407382092,0.8490124401913878,1.493203280929597,102.66664677456191,4.315085346622871e-06,0.7587531233264299
7.336842105263158,17.142857142857142,20,1.2,0.6441908407382092,0.8490124401913878,1.493203280929597,105.16374456813821,4.188562139443738e-06,0.7587531233264299
7.336842105263158,17.142857142857142,20,1.3,0.6441908407382092,0.8490124401913878,1.493203280929597,107.49465184921638,4.076976462128247e-06,0.7587531233264299
7.336842105263158,17.142857142857142,20,1.4,0.6441908407382092,0.8490124401913878,1.493203280929597,109.68224258275194,3.977528057711233e-06,0.7587531233264299
7.336842105263158,17.142857142857142,20,1.5,0.6441908407382092,0.8490124401913878,1.493203280929597,111.74486049387446,3.888104840218028e-06,0.7587531233264299
7.336842105263158,17.142857142857142,30,1.1,0.6441908407382092,0.8490124401913878,1.493203280929597,102.66664677456191,4.908904593575303e-06,0.7587531233264299
7.336842105263158,17.142857142857142,30,1.2,0.6441908407382092,0.8490124401913878,1.493203280929597,105.16374456813821,4.745820451081828e-06,0.7587531233264299
7.336842105263158,17.142857142857142,30,1.3,0.6441908407382092,0.8490124401913878,1.493203280929597,107.49465184921638,4.6030742462773965e-06,0.7587531233264299
7.336842105263158,17.142857142857142,30,1.4,0.6441908407382092,0.8490124401913878,1.493203280929597,109.68224258275194,4.476701766782043e-06,0.7587531233264299
7.336842105263158,17.142857142857142,30,1.5,0.6441908407382092,0.8490124401913878,1.493203280929597,111.74486049387446,4.363743897735213e-06,0.7587531233264299
7.336842105263158,17.142857142857142,40,1.1,0.6441908407382092,0.8490124401913878,1.493203280929597,102.66664677456191,5.692240681627801e-06,0.7587531233264299
7.336842105263158,17.142857142857142,40,1.2,0.6441908407382092,0.8490124401913878,1.493203280929597,105.16374456813821,5.474112000705619e-06,0.7587531233264299
7.336842105263158,17.142857142857142,40,1.3,0.6441908407382092,0.8490124401913878,1.493203280929597,107.49465184921638,5.2850652070665125e-06,0.7587531233264299
7.336842105263158,17.142857142857142,40,1.4,0.6441908407382092,0.8490124401913878,1.493203280929597,109.68224258275194,5.119146900700585e-06,0.7587531233264299
7.336842105263158,17.142857142857142,40,1.5,0.6441908407382092,0.8490124401913878,1.493203280929597,111.74486049387446,4.97197476858732e-06,0.7587531233264299
7.336842105263158,20.0,20,1.1,0.6173814354066985,0.8541377990430623,1.4715192344497607,102.66664677456191,4.252422404198596e-06,0.722812450284234
7.336842105263158,20.0,20,1.2,0.6173814354066985,0.8541377990430623,1.4715192344497607,105.16374456813821,4.127736545718255e-06,0.722812450284234
7.336842105263158,20.0,20,1.3,0.6173814354066985,0.8541377990430623,1.4715192344497607,107.49465184921638,4.017771296809464e-06,0.722812450284234
7.336842105263158,20.0,20,1.4,0.6173814354066985,0.8541377990430623,1.4715192344497607,109.68224258275194,3.91976706536693e-06,0.722812450284234
7.336842105263158,20.0,20,1.5,0.6173814354066985,0.8541377990430623,1.4715192344497607,111.74486049387446,3.83164243677268e-06,0.722812450284234
7.336842105263158,20.0,30,1.1,0.6173814354066985,0.8541377990430623,1.4715192344497607,102.66664677456191,4.837618308089846e-06,0.722812450284234
7.336842105263158,20.0,30,1.2,0.6173814354066985,0.8541377990430623,1.4715192344497607,105.16374456813821,4.676902446038235e-06,0.722812450284234
7.336842105263158,20.0,30,1.3,0.6173814354066985,0.8541377990430623,1.4715192344497607,107.49465184921638,4.536229177570959e-06,0.722812450284234
7.336842105263158,20.0,30,1.4,0.6173814354066985,0.8541377990430623,1.4715192344497607,109.68224258275194,4.411691857932369e-06,0.722812450284234
7.336842105263158,20.0,30,1.5,0.6173814354066985,0.8541377990430623,1.4715192344497607,111.74486049387446,4.3003743440293815e-06,0.722812450284234
7.336842105263158,20.0,40,1.1,0.6173814354066985,0.8541377990430623,1.4715192344497607,102.66664677456191,5.609578921443354e-06,0.722812450284234
7.336842105263158,20.0,40,1.2,0.6173814354066985,0.8541377990430623,1.4715192344497607,105.16374456813821,5.394617868476528e-06,0.722812450284234
7.336842105263158,20.0,40,1.3,0.6173814354066985,0.8541377990430623,1.4715192344497607,107.49465184921638,5.208316380525192e-06,0.722812450284234
7.336842105263158,20.0,40,1.4,0.6173814354066985,0.8541377990430623,1.4715192344497607,109.68224258275194,5.044807511851402e-06,0.722812450284234
7.336842105263158,20.0,40,1.5,0.6173814354066985,0.8541377990430623,1.4715192344497607,111.74486049387446,4.899772588646019e-06,0.722812450284234
7.336842105263158,22.857142857142858,20,1.1,0.5906262747778537,0.8592544087491456,1.4498806835269993,102.66664677456191,4.189890935642733e-06,0.6873706655024957
7.336842105263158,22.857142857142858,20,1.2,0.5906262747778537,0.8592544087491456,1.4498806835269993,105.16374456813821,4.067038570897922e-06,0.6873706655024957
7.336842105263158,22.857142857142858,20,1.3,0.5906262747778537,0.8592544087491456,1.4498806835269993,107.49465184921638,3.958690350555622e-06,0.6873706655024957
7.336842105263158,22.857142857142858,20,1.4,0.5906262747778537,0.8592544087491456,1.4498806835269993,109.68224258275194,3.86212726205099e-06,0.6873706655024957
7.336842105263158,22.857142857142858,20,1.5,0.5906262747778537,0.8592544087491456,1.4498806835269993,111.74486049387446,3.7752984977708072e-06,0.6873706655024957
7.336842105263158,22.857142857142858,30,1.1,0.5906262747778537,0.8592544087491456,1.4498806835269993,102.66664677456191,4.7664815892119395e-06,0.6873706655024957
7.336842105263158,22.857142857142858,30,1.2,0.5906262747778537,0.8592544087491456,1.4498806835269993,105.16374456813821,4.608129038684693e-06,0.6873706655024957
7.336842105263158,22.857142857142858,30,1.3,0.5906262747778537,0.8592544087491456,1.4498806835269993,107.49465184921638,4.469524357302069e-06,0.6873706655024957
7.336842105263158,22.857142857142858,30,1.4,0.5906262747778537,0.8592544087491456,1.4498806835269993,109.68224258275194,4.346818347149415e-06,0.6873706655024957
7.336842105263158,22.857142857142858,30,1.5,0.5906262747778537,0.8592544087491456,1.4498806835269993,111.74486049387446,4.2371377467415375e-06,0.6873706655024957
7.336842105263158,22.857142857142858,40,1.1,0.5906262747778537,0.8592544087491456,1.4498806835269993,102.66664677456191,5.5270905948858766e-06,0.6873706655024957
7.336842105263158,22.857142857142858,40,1.2,0.5906262747778537,0.8592544087491456,1.4498806835269993,105.16374456813821,5.315290523836336e-06,0.6873706655024957
7.336842105263158,22.857142857142858,40,1.3,0.5906262747778537,0.8592544087491456,1.4498806835269993,107.49465184921638,5.131728581614097e-06,0.6873706655024957
7.336842105263158,22.857142857142858,40,1.4,0.5906262747778537,0.8592544087491456,1.4498806835269993,109.68224258275194,4.970624095362426e-06,0.6873706655024957
7.336842105263158,22.857142857142858,40,1.5,0.5906262747778537,0.8592544087491456,1.4498806835269993,111.74486049387446,4.8277218969613716e-06,0.6873706655024957
7.336842105263158,25.714285714285715,20,1.1,0.5638711141490089,0.8643710184552291,1.428242132604238,102.66664677456191,4.12735946708687e-06,0.6523484731784944
7.336842105263158,25.714285714285715,20,1.2,0.5638711141490089,0.8643710184552291,1.428242132604238,105.16374456813821,4.0063405960775894e-06,0.6523484731784944
7.336842105263158,25.714285714285715,20,1.3,0.5638711141490089,0.8643710184552291,1.428242132604238,107.49465184921638,3.899609404301781e-06,0.6523484731784944
7.336842105263158,25.714285714285715,20,1.4,0.5638711141490089,0.8643710184552291,1.428242132604238,109.68224258275194,3.804487458735052e-06,0.6523484731784944
7.336842105263158,25.714285714285715,20,1.5,0.5638711141490089,0.8643710184552291,1.428242132604238,111.74486049387446,3.7189545587689352e-06,0.6523484731784944
7.336842105263158,25.714285714285715,30,1.1,0.5638711141490089,0.8643710184552291,1.428242132604238,102.66664677456191,4.6953448703340335e-06,0.6523484731784944
7.336842105263158,25.714285714285715,30,1.2,0.5638711141490089,0.8643710184552291,1.428242132604238,105.16374456813821,4.5393556313311515e-06,0.6523484731784944
7.336842105263158,25.714285714285715,30,1.3,0.5638711141490089,0.8643710184552291,1.428242132604238,107.49465184921638,4.4028195370331804e-06,0.6523484731784944
7.336842105263158,25.714285714285715,30,1.4,0.5638711141490089,0.8643710184552291,1.428242132604238,109.68224258275194,4.28194483636646e-06,0.6523484731784944
7.336842105263158,25.714285714285715,30,1.5,0.5638711141490089,0.8643710184552291,1.428242132604238,111.74486049387446,4.1739011494536935e-06,0.6523484731784944
7.336842105263158,25.714285714285715,40,1.1,0.5638711141490089,0.8643710184552291,1.428242132604238,102.66664677456191,5.4446022683283994e-06,0.6523484731784944
7.336842105263158,25.714285714285715,40,1.2,0.5638711141490089,0.8643710184552291,1.428242132604238,105.16374456813821,5.235963179196144e-06,0.6523484731784944
7.336842105263158,25.714285714285715,40,1.3,0.5638711141490089,0.8643710184552291,1.428242132604238,107.49465184921638,5.055140782703003e-06,0.6523484731784944
7.336842105263158,25.714285714285715,40,1.4,0.5638711141490089,0.8643710184552291,1.428242132604238,109.68224258275194,4.896440678873451e-06,0.6523484731784944
7.336842105263158,25.714285714285715,40,1.5,0.5638711141490089,0.8643710184552291,1.428242132604238,111.74486049387446,4.7556712052767245e-06,0.6523484731784944
7.336842105263158,28.571428571428573,20,1.1,0.5371159535201641,0.8694876281613125,1.4066035816814766,102.66664677456191,4.064827998531007e-06,0.6177384658778781
7.336842105263158,28.571428571428573,20,1.2,0.5371159535201641,0.8694876281613125,1.4066035816814766,105.16374456813821,3.945642621257256e-06,0.6177384658778781
7.336842105263158,28.571428571428573,20,1.3,0.5371159535201641,0.8694876281613125,1.4066035816814766,107.49465184921638,3.840528458047938e-06,0.6177384658778781
7.336842105263158,28.571428571428573,20,1.4,0.5371159535201641,0.8694876281613125,1.4066035816814766,109.68224258275194,3.7468476554191128e-06,0.6177384658778781
7.336842105263158,28.571428571428573,20,1.5,0.5371159535201641,0.8694876281613125,1.4066035816814766,111.74486049387446,3.662610619767063e-06,0.6177384658778781
7.336842105263158,28.571428571428573,30,1.1,0.5371159535201641,0.8694876281613125,1.4066035816814766,102.66664677456191,4.6242081514561266e-06,0.6177384658778781
7.336842105263158,28.571428571428573,30,1.2,0.5371159535201641,0.8694876281613125,1.4066035816814766,105.16374456813821,4.470582223977609e-06,0.6177384658778781
7.336842105263158,28.571428571428573,30,1.3,0.5371159535201641,0.8694876281613125,1.4066035816814766,107.49465184921638,4.336114716764291e-06,0.6177384658778781
7.336842105263158,28.571428571428573,30,1.4,0.5371159535201641,0.8694876281613125,1.4066035816814766,109.68224258275194,4.2170713255835065e-06,0.6177384658778781
7.336842105263158,28.571428571428573,30,1.5,0.5371159535201641,0.8694876281613125,1.4066035816814766,111.74486049387446,4.1106645521658495e-06,0.6177384658778781
7.336842105263158,28.571428571428573,40,1.1,0.5371159535201641,0.8694876281613125,1.4066035816814766,102.66664677456191,5.362113941770922e-06,0.6177384658778781
7.336842105263158,28.571428571428573,40,1.2,0.5371159535201641,0.8694876281613125,1.4066035816814766,105.16374456813821,5.156635834555952e-06,0.6177384658778781
